INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
Colorado State Univ.-Fort Collins,Fort Collins,CO,0.0,0.0,0.0,0,565.0,575.0,0.0,22373.0,0.7467,0.0231,0.1053,0.0223,0.0055,0.0012,0.0291,0.0288,0.0381,0.1002,1,0.2489,0.4527,0.107,44500,21000
Colorado Technical Univ.-Colorado Springs,Colorado Springs,CO,0.0,0.0,0.0,0,,,0.0,1139.0,0.3881,0.1124,0.0378,0.0149,0.0132,0.0193,0.0132,0.0,0.4012,0.4135,1,0.4624,0.6088,0.8906,50100,34135.5
Empire Beauty School-Lakewood,Lakewood,CO,0.0,0.0,0.0,0,,,0.0,83.0,0.3614,0.0723,0.4819,0.0241,0.0241,0.0,0.012,0.0,0.0241,0.0,0,0.8807,0.7706,0.5968,22400,9833
Comm. College of Aurora,Aurora,CO,0.0,0.0,0.0,0,,,0.0,5347.0,0.3696,0.2527,0.1906,0.0507,0.006,0.0036,0.0552,0.0281,0.0438,0.7442,1,0.3641,0.2504,0.4159,32800,9500
CollegeAmerica-Denver,Denver,CO,0.0,0.0,0.0,0,,,0.0,407.0,0.3661,0.1572,0.3292,0.0197,0.0074,0.0123,0.0147,0.0,0.0934,0.0,1,0.7405,0.8094,0.5895,25600,27235.5
Delta Montrose Technical College,Delta,CO,0.0,0.0,0.0,0,,,0.0,239.0,0.7741,0.0042,0.1715,0.0084,0.0126,0.0042,0.0167,0.0,0.0084,0.4979,1,0.131,0.11900000000000001,0.6596,27000,5500
Prince Institute-Rocky Mountains,Westminster,CO,0.0,0.0,0.0,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.6923,0.9487,0.8824,33400,20992
Comm. College of Denver,Denver,CO,0.0,0.0,0.0,0,,,0.0,7725.0,0.3678,0.1551,0.248,0.0592,0.0122,0.0026,0.0509,0.0554,0.0489,0.6902,1,0.4683,0.3792,0.42200000000000004,28900,14084
Lincoln College of Technology-Denver,Denver,CO,0.0,0.0,0.0,0,,,0.0,1263.0,0.38799999999999996,0.0348,0.289,0.0103,0.0269,0.0024,0.0459,0.0,0.2027,0.0,1,0.6271,0.7170000000000001,0.3122,36400,11730
Denver Seminary,Littleton,CO,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Westwood College-Denver North,Denver,CO,0.0,0.0,0.0,0,,,0.0,342.0,0.2515,0.038,0.3333,0.0234,0.0117,0.0,0.0409,0.0,0.3012,0.3304,0,0.774,0.7991,0.6621,34700,33179
Univ. of Denver,Denver,CO,0.0,0.0,0.0,0,595.0,610.0,0.0,5629.0,0.6763,0.0266,0.0908,0.0425,0.0043,0.0014,0.0325,0.0965,0.0291,0.059000000000000004,1,0.17600000000000002,0.3759,0.0741,51700,23166
Emily Griffith Technical College,Denver,CO,0.0,0.0,0.0,0,,,0.0,3612.0,0.5858,0.0592,0.2386,0.0108,0.0174,0.0053,0.0609,0.0,0.0219,0.8776,1,0.1296,0.0,0.6006,23700,PrivacySuppressed
Fort Lewis College,Durango,CO,0.0,0.0,0.0,0,546.0,515.0,0.0,3609.0,0.5497,0.0086,0.1047,0.0061,0.23800000000000002,0.0022,0.0612,0.0067,0.0227,0.0585,1,0.3268,0.4839,0.1526,34000,19621.5
Front Range Comm. College,Westminster,CO,0.0,0.0,0.0,0,,,0.0,15551.0,0.701,0.0187,0.1411,0.0332,0.0082,0.0023,0.0363,0.0156,0.0437,0.6666,1,0.3551,0.3618,0.4337,34100,13500
Glenwood Beauty Academy,Glenwood Springs,CO,0.0,0.0,0.0,0,,,0.0,47.0,0.5106,0.0213,0.4255,0.0,0.0,0.0,0.0426,0.0,0.0,0.1277,1,0.76,0.92,0.4717,16800,PrivacySuppressed
Hair Dynamics Education Center,Fort Collins,CO,0.0,0.0,0.0,0,,,0.0,172.0,0.7093,0.0174,0.157,0.0174,0.0116,0.0058,0.0814,0.0,0.0,0.0,1,0.61,0.6564,0.47700000000000004,18000,12000
Iliff School of Theology,Denver,CO,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,PrivacySuppressed,PrivacySuppressed
International Salon and Spa Academy,Colorado Springs,CO,0.0,0.0,0.0,0,,,0.0,263.0,0.5057,0.2167,0.2053,0.0304,0.0266,0.0114,0.0038,0.0,0.0,0.4221,1,0.5314,0.5733,0.522,16200,6333
Lamar Comm. College,Lamar,CO,0.0,0.0,0.0,0,,,0.0,476.0,0.6071,0.0756,0.2248,0.0021,0.0147,0.0,0.0294,0.0273,0.0189,0.2794,1,0.3337,0.2387,0.1674,26500,10000
Colorado Mesa Univ.,Grand Junction,CO,0.0,0.0,0.0,0,477.0,490.0,0.0,8413.0,0.7177,0.0252,0.1551,0.013999999999999999,0.0078,0.0064,0.0363,0.0059,0.0315,0.1741,1,0.3923,0.5498,0.2305,34600,22000
Metropolitan State Univ. of Denver,Denver,CO,0.0,0.0,0.0,0,530.0,510.0,0.0,20583.0,0.5972,0.0605,0.2167,0.0358,0.0065,0.0028,0.0386,0.0051,0.0368,0.391,1,0.3778,0.4916,0.4505,38400,24620
Morgan Comm. College,Fort  Morgan,CO,0.0,0.0,0.0,0,,,0.0,800.0,0.6325,0.0338,0.22,0.0088,0.0038,0.0,0.02,0.0163,0.065,0.6088,1,0.2928,0.1718,0.3458,28000,13000
Naropa Univ.,Boulder,CO,0.0,0.0,0.0,0,,,0.0,434.0,0.6152,0.0207,0.1037,0.0138,0.0023,0.0,0.1106,0.0207,0.1129,0.0645,1,0.5483,0.6371,0.3577,23600,25875
National American Univ.-Colorado Springs,Colorado Springs,CO,0.0,0.0,0.0,0,,,0.0,253.0,0.4783,0.2253,0.1383,0.0316,0.004,0.0237,0.087,0.0,0.0119,0.7391,1,0.6975,0.6833,0.8541,36100,33523
National American Univ.-Denver,Denver,CO,0.0,0.0,0.0,0,,,0.0,218.0,0.4358,0.2615,0.1606,0.0183,0.0092,0.0138,0.0917,0.0046,0.0046,0.8532,0,0.7442,0.8798,0.8372,36100,33523
Nazarene Bible College,Colorado Springs,CO,0.0,0.0,0.0,1,,,0.0,758.0,0.8193,0.0633,0.0673,0.0079,0.0119,0.004,0.0264,0.0,0.0,0.8364,1,0.4263,0.4814,0.7345,30700,29500
Northeastern Junior College,Sterling,CO,0.0,0.0,0.0,0,,,0.0,1317.0,0.6826,0.0828,0.1177,0.0046,0.0084,0.0008,0.0319,0.0046,0.0668,0.265,1,0.3048,0.3201,0.3466,31800,9250
Univ. of Northern Colorado,Greeley,CO,0.0,0.0,0.0,0,525.0,530.0,0.0,9104.0,0.5633,0.0412,0.1727,0.0161,0.0034,0.0023,0.0342,0.0122,0.1547,0.0919,1,0.3386,0.5672,0.1304,39000,22500
Otero Junior College,La Junta,CO,0.0,0.0,0.0,0,,,0.0,962.0,0.5239,0.0385,0.2848,0.0062,0.0135,0.0052,0.0343,0.0551,0.0385,0.3399,1,0.4596,0.2636,0.3188,28100,9000
Everest College-Thornton,Thornton,CO,0.0,0.0,0.0,0,,,0.0,342.0,0.3947,0.038,0.4415,0.0058,0.0205,0.0117,0.0526,0.0,0.0351,0.2368,1,0.6685,0.5579999999999999,0.4906,26000,9500
Pikes Peak Comm. College,Colorado Springs,CO,0.0,0.0,0.0,0,,,0.0,11748.0,0.6328,0.0828,0.1383,0.0238,0.009000000000000001,0.0061,0.0594,0.0074,0.0403,0.5785,1,0.4436,0.2815,0.4702,29800,9000
IBMC College,Colorado Springs,CO,0.0,0.0,0.0,0,,,0.0,357.0,0.5406,0.1597,0.2073,0.0308,0.0084,0.0028,0.0336,0.0,0.0168,0.0,1,0.4192,0.3249,0.6785,25000,13875
Pueblo Comm. College,Pueblo,CO,0.0,0.0,0.0,0,,,0.0,4790.0,0.5616,0.0259,0.2925,0.0063,0.0273,0.0013,0.0299,0.0027,0.0526,0.58,1,0.5071,0.3878,0.5231,27000,11500
Red Rocks Comm. College,Lakewood,CO,0.0,0.0,0.0,0,,,0.0,7745.0,0.7192,0.0187,0.1349,0.0261,0.008,0.0017,0.035,0.0155,0.0409,0.6643,1,0.3324,0.3107,0.5083,33800,9500
Regis Univ.,Denver,CO,0.0,0.0,0.0,1,540.0,530.0,0.0,4914.0,0.5895,0.0507,0.1803,0.0409,0.0055,0.002,0.0281,0.0092,0.0938,0.4919,1,0.2672,0.5589999999999999,0.6032,50500,23000
Rocky Mountain College of Art and Design,Lakewood,CO,0.0,0.0,0.0,0,,,0.0,1013.0,0.5953,0.0898,0.0938,0.0237,0.0375,0.0,0.0099,0.001,0.1491,0.4215,1,0.387,0.6752,0.3478,28300,29500
Montessori Education Center of the Rockies,Boulder,CO,0.0,0.0,0.0,0,,,0.0,14.0,0.5714,0.0,0.1429,0.0,0.1429,0.0,0.0,0.0,0.1429,0.0,1,0.4167,0.4167,0.5455,PrivacySuppressed,PrivacySuppressed
Colorado State Univ.-Pueblo,Pueblo,CO,0.0,0.0,0.0,0,485.0,495.0,0.0,4227.0,0.4987,0.0785,0.3196,0.0135,0.0064,0.0014,0.0388,0.0189,0.0241,0.1483,1,0.4085,0.5706,0.2387,35500,20500
Pickens Technical College,Aurora,CO,0.0,0.0,0.0,0,,,0.0,1084.0,0.3284,0.1439,0.4234,0.0387,0.0074,0.0028,0.0111,0.0443,0.0,0.0923,1,0.1915,0.0,0.2965,25100,PrivacySuppressed
Intellitec College-Colorado Springs,Colorado Springs,CO,0.0,0.0,0.0,0,,,0.0,828.0,0.6486,0.1618,0.1425,0.0097,0.0048,0.0,0.0,0.0,0.0326,0.0,1,0.8835,0.6825,0.7141,31800,18609
Intellitec College-Grand Junction,Grand Junction,CO,0.0,0.0,0.0,0,,,0.0,617.0,0.5932,0.0194,0.3436,0.0081,0.0146,0.0016,0.0,0.0,0.0194,0.0,1,0.6863,0.5983,0.5672,20500,14746
Trinidad State Junior College,Trinidad,CO,0.0,0.0,0.0,0,,,0.0,1183.0,0.4489,0.0296,0.4193,0.0093,0.0194,0.0008,0.0211,0.0135,0.038,0.2866,1,0.4634,0.2021,0.349,24900,6000
Empire Beauty School-Thornton,Thornton,CO,0.0,0.0,0.0,0,,,0.0,132.0,0.5076,0.0606,0.3939,0.0076,0.0,0.0,0.0,0.0,0.0303,0.1894,1,0.75,0.6447,0.3416,20400,9768.5
Western State Colorado Univ.,Gunnison,CO,0.0,0.0,0.0,0,495.0,424.0,0.0,1936.0,0.7541,0.0274,0.09300000000000001,0.0108,0.0046,0.0052,0.0372,0.0062,0.0615,0.0573,1,0.2959,0.1838,0.1154,35900,21421
Albertus Magnus College,New Haven,CT,0.0,0.0,0.0,1,,,0.0,1249.0,0.4107,0.3467,0.1529,0.0048,0.0024,0.0016,0.0128,0.0088,0.0592,0.0825,1,0.442,0.8002,0.5133,52100,27763.5
Paul Mitchell the School-Danbury,Danbury,CT,0.0,0.0,0.0,0,,,0.0,137.0,0.6569,0.0511,0.1533,0.0219,0.0,0.0073,0.0292,0.0,0.0803,0.2774,1,0.4078,0.5475,0.2913,19000,10486
Asnuntuck Comm. College,Enfield,CT,0.0,0.0,0.0,0,,,0.0,1316.0,0.731,0.0973,0.0828,0.0319,0.003,0.0008,0.0213,0.0,0.0319,0.4795,1,0.379,0.095,0.3959,30900,5500
Branford Hall Career Institute-Branford Campus,Branford,CT,0.0,0.0,0.0,0,,,0.0,493.0,0.4016,0.3266,0.2353,0.0041,0.0041,0.0,0.0142,0.0,0.0142,0.3002,1,0.7103,0.7351,0.5725,27900,9800
Lincoln College of New England-Southington,Southington,CT,0.0,0.0,0.0,0,,,0.0,713.0,0.4783,0.2132,0.1487,0.0126,0.0042,0.0014,0.0785,0.0,0.0631,0.3689,1,0.6153,0.7766,0.4516,31800,25135
Bridgeport Hospital School of Nursing,Bridgeport,CT,0.0,0.0,0.0,0,,,0.0,189.0,0.6085,0.127,0.1746,0.0635,0.0,0.0,0.0,0.0,0.0265,0.1058,1,0.3415,0.5061,0.6959,70000,20000
Univ. of Bridgeport,Bridgeport,CT,0.0,0.0,0.0,0,450.0,450.0,0.0,3021.0,0.2512,0.376,0.1658,0.0288,0.0079,0.003,0.0192,0.14800000000000002,0.0,0.2539,1,0.4931,0.7132,0.3429,42700,27000
Central Connecticut State Univ.,New Britain,CT,0.0,0.0,0.0,0,505.0,510.0,0.0,9600.0,0.6649,0.1095,0.1268,0.0355,0.002,0.0009,0.0257,0.0119,0.0228,0.2001,1,0.3464,0.5779,0.1999,44300,22750
Charter Oak State College,New Britain,CT,0.0,0.0,0.0,0,,,1.0,1799.0,0.6081,0.1784,0.1306,0.0133,0.0033,0.0011,0.0261,0.0061,0.0328,0.7877,1,0.28800000000000003,0.3582,0.9057,39200,16744
Connecticut Center for Massage Therapy-Newington,Newington,CT,0.0,0.0,0.0,0,,,0.0,279.0,0.6093,0.1183,0.1362,0.0179,0.0036,0.0,0.043,0.0,0.0717,0.7778,1,0.5304,0.9173,0.6053,29300,7600
Connecticut College,New London,CT,0.0,0.0,0.0,0,,,0.0,1875.0,0.7189,0.0325,0.0869,0.0347,0.0,0.0,0.0277,0.0533,0.0459,0.0021,1,0.1436,0.4131,0.0115,51700,25933.5
Marinello Schools of Beauty-East Hartford,East Hartford,CT,0.0,0.0,0.0,0,,,0.0,203.0,0.2414,0.4138,0.3153,0.0049,0.0099,0.0,0.0,0.0,0.0148,0.0788,0,0.7984,0.6859999999999999,0.40399999999999997,19000,9411
Porter and Chester Institute of Branford,Branford,CT,0.0,0.0,0.0,0,,,0.0,286.0,0.507,0.1364,0.2552,0.013999999999999999,0.006999999999999999,0.0,0.0804,0.0,0.0,0.3671,1,0.6846,0.8188,0.4966,37500,13245
Univ. of Connecticut,Storrs,CT,0.0,0.0,0.0,0,600.0,640.0,0.0,18016.0,0.6168,0.0509,0.0848,0.098,0.0012,0.0005,0.0268,0.0425,0.0785,0.0273,1,0.2066,0.4978,0.0343,54000,21500
Goodwin College,East Hartford,CT,0.0,0.0,0.0,0,,,0.0,3291.0,0.5397,0.2249,0.1817,0.0222,0.0033,0.0012,0.0216,0.004,0.0015,0.8171,1,0.526,0.8323,0.6771,27500,32786
Lincoln Technical Institute-East Windsor,East Windsor,CT,0.0,0.0,0.0,0,,,0.0,1025.0,0.6351,0.0976,0.1463,0.0166,0.0059,0.001,0.0585,0.0,0.039,0.11900000000000001,1,0.6101,0.8743,0.1832,41200,12979
Eastern Connecticut State Univ.,Willimantic,CT,0.0,0.0,0.0,0,,,0.0,4793.0,0.691,0.0661,0.0916,0.0238,0.0017,0.001,0.0273,0.0115,0.086,0.1056,1,0.2753,0.6146,0.1056,43400,22500
Fairfield Univ.,Fairfield,CT,0.0,0.0,0.0,1,,,0.0,3841.0,0.7514,0.0247,0.0734,0.0187,0.0005,0.0008,0.013000000000000001,0.0234,0.094,0.0406,1,0.1322,0.5092,0.0604,68500,26852.5
Paul Mitchell the School-North Haven,North Haven,CT,0.0,0.0,0.0,0,,,0.0,175.0,0.5429,0.1086,0.1314,0.0114,0.0,0.0,0.0457,0.0,0.16,0.2571,1,0.4178,0.5962,0.1923,22900,12500
Capital Comm. College,Hartford,CT,0.0,0.0,0.0,0,,,0.0,3572.0,0.17300000000000001,0.3849,0.2811,0.042,0.0008,0.0008,0.0182,0.0006,0.0985,0.7312,1,0.5758,0.059000000000000004,0.5576,32700,10150
Rensselaer Hartford Graduate Center Inc,Hartford,CT,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,79600,27500
American Institute-West Hartford,West Hartford,CT,0.0,0.0,0.0,0,,,0.0,419.0,0.1313,0.2315,0.4415,0.0119,0.0024,0.0,0.0263,0.0,0.1551,0.0,1,0.7919,0.9065,0.6269,25700,12335
Hartford Seminary,Hartford,CT,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Univ. of Hartford,West Hartford,CT,0.0,0.0,0.0,0,495.0,500.0,0.0,4956.0,0.5819,0.1493,0.1031,0.0321,0.003,0.0008,0.0258,0.0573,0.0466,0.1031,1,0.2769,0.6877,0.1034,46100,26960
Holy Apostles College and Seminary,Cromwell,CT,0.0,0.0,0.0,1,,,0.0,58.0,0.3448,0.0345,0.1379,0.0345,0.0,0.0,0.0,0.3966,0.0517,0.3621,1,0.1379,0.2241,0.7241,,PrivacySuppressed
Housatonic Comm. College,Bridgeport,CT,0.0,0.0,0.0,0,,,0.0,4908.0,0.3258,0.3203,0.2954,0.0357,0.0016,0.002,0.0171,0.001,0.001,0.6559,1,0.4834,0.0425,0.4151,29900,5500
Lyme Academy College of Fine Arts,Old Lyme,CT,0.0,0.0,0.0,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.4416,0.6623,0.1429,PrivacySuppressed,PrivacySuppressed
Manchester Comm. College,Manchester,CT,0.0,0.0,0.0,0,,,0.0,6564.0,0.523,0.1737,0.1846,0.0468,0.0017,0.0014,0.02,0.0014,0.0475,0.6257,1,0.3859,0.0181,0.3241,33200,4737.5
Naugatuck Valley Comm. College,Waterbury,CT,0.0,0.0,0.0,0,,,0.0,6443.0,0.5483,0.0978,0.2594,0.027000000000000003,0.0019,0.0012,0.0192,0.002,0.0431,0.6357,1,0.4073,0.0522,0.363,34100,5500
Middlesex Comm. College,Middletown,CT,0.0,0.0,0.0,0,,,0.0,2534.0,0.6219,0.0959,0.17600000000000002,0.0292,0.0036,0.0012,0.0312,0.0008,0.0403,0.5576,1,0.3672,0.0531,0.369,30000,5375
Mitchell College,New London,CT,0.0,0.0,0.0,0,,,0.0,710.0,0.6338,0.1493,0.1197,0.0169,0.0169,0.0014,0.0324,0.0127,0.0169,0.069,1,0.3661,0.6085,0.0889,30400,26000
Three Rivers Comm. College,Norwich,CT,0.0,0.0,0.0,0,,,0.0,4161.0,0.6419,0.0783,0.1531,0.037000000000000005,0.0062,0.0031,0.0411,0.0019,0.0373,0.6467,1,0.4464,0.0655,0.4228,31100,10500
Lincoln Technical Institute-New Britain,New Britain,CT,0.0,0.0,0.0,0,,,0.0,459.0,0.4248,0.1481,0.2375,0.0087,0.0065,0.0,0.1394,0.0,0.0349,0.3813,1,0.6638,0.7263,0.4237,41200,12979
New England Tractor Trailer Training School of Connecticut,Somers,CT,0.0,0.0,0.0,0,,,0.0,310.0,0.3839,0.2452,0.32899999999999996,0.0,0.0,0.0,0.0032,0.0032,0.0355,0.4774,1,0.8621,0.8537,0.9437,37400,6333
Univ. of New Haven,West Haven,CT,0.0,0.0,0.0,0,520.0,535.0,0.0,4974.0,0.5927,0.0917,0.0997,0.0247,0.0032,0.002,0.0155,0.0844,0.086,0.0605,1,0.2463,0.6887,0.0954,48300,27000
Ridley-Lowell Business & Technical Institute-New London,New London,CT,0.0,0.0,0.0,0,,,0.0,255.0,0.5451,0.2118,0.2078,0.0,0.0039,0.0,0.0314,0.0,0.0,0.0,1,0.544,0.4643,0.6237,25200,10481
Norwalk Comm. College,Norwalk,CT,0.0,0.0,0.0,0,,,0.0,5028.0,0.3113,0.209,0.3518,0.0418,0.0016,0.0026,0.0115,0.0153,0.0551,0.5855,1,0.3459,0.0072,0.3804,31400,PrivacySuppressed
Northwestern Connecticut Comm. College,Winsted,CT,0.0,0.0,0.0,0,,,0.0,1206.0,0.8068,0.028999999999999998,0.0987,0.0166,0.0008,0.0017,0.0199,0.0008,0.0257,0.6493,1,0.3202,0.0213,0.4325,24600,PrivacySuppressed
Paier College of Art Inc,Hamden,CT,0.0,0.0,0.0,0,,,0.0,112.0,0.7054,0.0536,0.1071,0.0357,0.0,0.0,0.0179,0.0,0.0804,0.2232,1,0.3484,0.6129,0.271,25200,25086
Marinello Schools of Beauty-Meriden,Meriden,CT,0.0,0.0,0.0,0,,,0.0,390.0,0.3385,0.2769,0.3487,0.0179,0.0051,0.0,0.0,0.0,0.0128,0.1615,0,0.7078,0.6499,0.4533,18500,9833
Porter and Chester Institute of Stratford,Stratford,CT,0.0,0.0,0.0,0,,,0.0,2378.0,0.5017,0.1543,0.2401,0.0168,0.0071,0.0004,0.0551,0.0004,0.024,0.3339,1,0.5962,0.7232,0.489,36500,12273
Post Univ.,Waterbury,CT,0.0,0.0,0.0,0,425.0,430.0,0.0,6594.0,0.3582,0.2008,0.0657,0.0103,0.0047,0.003,0.0285,0.0032,0.3256,0.6019,1,0.4695,0.5653,0.7354,36800,26512
Quinebaug Valley Comm. College,Danielson,CT,0.0,0.0,0.0,0,,,0.0,1729.0,0.7571,0.0278,0.1481,0.0185,0.0035,0.0012,0.0168,0.0,0.0272,0.6183,1,0.5013,0.0,0.4261,26800,PrivacySuppressed
Quinnipiac Univ.,Hamden,CT,0.0,0.0,0.0,0,535.0,555.0,0.0,6503.0,0.7678,0.0489,0.0878,0.0258,0.002,0.0006,0.0181,0.0225,0.0264,0.0258,1,0.1574,0.6093,0.0271,57700,26000
Sacred Heart Univ.,Fairfield,CT,0.0,0.0,0.0,1,,,0.0,4904.0,0.6925,0.0355,0.0742,0.0212,0.0018,0.0014,0.0114,0.0104,0.1515,0.1376,1,0.1887,0.6206,0.1337,53900,25000
Univ. of Saint Joseph,West Hartford,CT,0.0,0.0,1.0,1,480.0,485.0,0.0,930.0,0.5366,0.157,0.1538,0.0247,0.0022,0.0022,0.0108,0.0022,0.1108,0.1817,1,0.3375,0.7626,0.2183,49500,27000
Gateway Comm. College,New Haven,CT,0.0,0.0,0.0,0,,,0.0,7127.0,0.4149,0.2491,0.2256,0.0331,0.0025,0.001,0.0213,0.0053,0.0471,0.6418,1,0.4593,0.0429,0.4267,30200,5250
St Vincent's College,Bridgeport,CT,0.0,0.0,0.0,1,,,0.0,737.0,0.6309,0.114,0.1221,0.0271,0.0014,0.0,0.0,0.0,0.1045,0.8942,1,0.2624,0.5417,0.6626,61800,22000
Southern Connecticut State Univ.,New Haven,CT,0.0,0.0,0.0,0,470.0,460.0,0.0,8133.0,0.5757,0.1602,0.1184,0.0273,0.0022,0.0001,0.024,0.0038,0.0883,0.1637,1,0.3622,0.6214,0.1505,40700,24099
Stone Academy-Hamden,West Haven,CT,0.0,0.0,0.0,0,,,0.0,436.0,0.2661,0.4335,0.2041,0.0046,0.0023,0.0023,0.0459,0.0,0.0413,0.2913,1,0.8859,0.7338,0.6327,22400,13648
Tri-State College of Acupuncture,New York,NY,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,PrivacySuppressed,PrivacySuppressed
Trinity College,Hartford,CT,0.0,0.0,0.0,0,,,0.0,2262.0,0.6485,0.0592,0.0698,0.0438,0.0009,0.0,0.0301,0.0959,0.0517,0.042,1,0.1073,0.2538,0.0278,54700,21000
Tunxis Comm. College,Farmington,CT,0.0,0.0,0.0,0,,,0.0,3546.0,0.6317,0.0792,0.1912,0.0372,0.002,0.002,0.018000000000000002,0.0054,0.0333,0.5668,1,0.3583,0.0466,0.342,32500,5500
Wesleyan Univ.,Middletown,CT,0.0,0.0,0.0,0,,,0.0,2907.0,0.5329,0.0705,0.0984,0.0867,0.0007,0.0014,0.0568,0.0853,0.0674,0.0017,1,0.1769,0.3524,0.0021,48400,18337.5
Western Connecticut State Univ.,Danbury,CT,0.0,0.0,0.0,0,490.0,490.0,0.0,5206.0,0.6473,0.1199,0.1612,0.0346,0.0017,0.0017,0.0117,0.0021,0.0198,0.1621,1,0.3092,0.5612,0.1557,43400,24500
Yale-New Haven Hospital Dietetic Internship,New Haven,CT,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,0,,,,,
Yale Univ.,New Haven,CT,0.0,0.0,0.0,0,755.0,750.0,0.0,5473.0,0.4705,0.0678,0.11,0.1655,0.0064,0.0,0.0596,0.10400000000000001,0.0163,0.0011,1,0.1186,0.0934,0.0057,74200,13774
Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,DE,0.0,0.0,0.0,0,,,0.0,42.0,0.9524,0.0238,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,1,0.4545,0.4727,0.4909,PrivacySuppressed,PrivacySuppressed
Dawn Career Institute Inc,Wilmington,DE,0.0,0.0,0.0,0,,,0.0,226.0,0.292,0.5088,0.1062,0.0133,0.0,0.0,0.0796,0.0,0.0,0.0,1,0.6677,0.7505,0.6003,22400,9500
Delaware Technical Comm. College-Owens,Georgetown,DE,0.0,0.0,0.0,1,,,0.0,3854.0,0.6409,0.1796,0.0911,0.0205,0.0039,0.0018,0.0259,0.0283,0.008,0.5327,1,0.4674,0.1411,0.3561,28800,6750
Delaware Technical Comm. College-Terry,Dover,DE,0.0,0.0,0.0,0,,,0.0,2740.0,0.5635,0.2858,0.0646,0.0259,0.0044,0.0011,0.0328,0.0077,0.0142,0.5365,1,0.4606,0.2013,0.4075,30700,8000
Delaware Technical Comm. College-Stanton/Wilmington,Wilmington,DE,0.0,0.0,0.0,1,,,0.0,6081.0,0.4966,0.28300000000000003,0.1099,0.0442,0.0031,0.002,0.0258,0.0202,0.0151,0.6461,1,0.3511,0.1504,0.3842,34000,7508
Delaware State Univ.,Dover,DE,1.0,0.0,0.0,0,445.0,450.0,0.0,3654.0,0.1125,0.7455,0.0569,0.0079,0.003,0.0014,0.0413,0.0233,0.0082,0.0698,1,0.4846,0.7084,0.0691,33600,28500
Univ. of Delaware,Newark,DE,0.0,0.0,0.0,0,585.0,605.0,0.0,18222.0,0.7517,0.055,0.0721,0.0443,0.0007,0.0009,0.0279,0.0381,0.0093,0.0419,1,0.1359,0.5156,0.0455,54900,24195
Goldey-Beacom College,Wilmington,DE,0.0,0.0,0.0,0,,,0.0,629.0,0.4483,0.2925,0.0366,0.0445,0.0064,0.0,0.0382,0.1272,0.0064,0.2194,1,0.3755,0.6494,0.3502,40000,23875
Schilling-Douglas School of Hair Design LLC,Newark,DE,0.0,0.0,0.0,0,,,0.0,136.0,0.6838,0.1765,0.0735,0.0147,0.0,0.0,0.0515,0.0,0.0,0.2794,1,0.5733,0.6044,0.3219,22500,9630
Wesley College,Dover,DE,0.0,0.0,0.0,1,430.0,430.0,0.0,1431.0,0.4186,0.4116,0.0587,0.0154,0.0035,0.0042,0.0391,0.0007,0.0482,0.0342,1,0.501,0.8632,0.1319,41600,31000
Wilmington Univ.,New Castle,DE,0.0,0.0,0.0,0,,,0.0,8671.0,0.5123,0.2437,0.0318,0.0175,0.0135,0.0029,0.0032,0.0299,0.1452,0.5981,1,0.332,0.4819,0.5894,42000,17864
American Univ.,Washington,DC,0.0,0.0,0.0,1,635.0,610.0,0.0,7094.0,0.5765,0.0644,0.1081,0.0661,0.0016,0.0006,0.0541,0.0723,0.0562,0.0293,1,0.1666,0.5213,0.0252,55900,24589
Catholic Univ. of America,Washington,DC,0.0,0.0,0.0,1,565.0,560.0,0.0,3529.0,0.6342,0.0558,0.1199,0.0315,0.002,0.0009,0.0394,0.0519,0.0646,0.053,1,0.1252,0.5615,0.094,53900,26000
Univ. of the District of Columbia,Washington,DC,1.0,0.0,0.0,0,,,0.0,4253.0,0.0447,0.6261,0.0856,0.0256,0.0014,0.0009,0.0183,0.0336,0.1636,0.5554,1,0.5401,0.4832,0.5662,34800,22393.5
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
